Binomial,Realm,TrophicLevel,TrophicNiche,ForagingNiche,Family,Order,Habitat,PrimaryLifestyle,MinLatitude,MaxLatitude,CentroidLatitude,CentroidLongitude,RangeSize,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass
Cotinga_nattererii,Neotropic,Herbivore,Frugivore,Fugivore aerial,Cotingidae,Passeriformes,Forest,Insessorial,-0.02,9.63,6.15,-76.66,176421.95,18.1,10.2,6,5.7,22.5,111.8,84.1,76.8,64.1
Cotinga_ridgwayi,Neotropic,Herbivore,Frugivore,Fugivore aerial,Cotingidae,Passeriformes,Forest,Insessorial,8.03,9.95,9.03,-83.51,8354.02,17.1,9,5.2,5.2,20.1,102.9,76.8,66.1,57.2
Coturnicops_exquisitus,Palearctic,Carnivore,Omnivore,NA,Rallidae,Gruiformes,Wetland,Terrestrial,43.32,53.02,47.98,126.99,152804.92,12.4,6.6,2.1,3.5,21.8,74.5,57.4,30.5,40.8
Coturnicops_notatus,Neotropic,Herbivore,Omnivore,NA,Rallidae,Gruiformes,Grassland,Terrestrial,-40.83,9.64,-29.37,-57.15,1592673.32,12.7,6.9,2.6,4.2,21.9,73.6,57.5,35.2,30
Coturnicops_noveboracensis,Nearctic,Carnivore,Omnivore,NA,Rallidae,Gruiformes,Wetland,Terrestrial,42.18,62.12,51.67,-93.62,3674188.27,15.3,7.4,2.3,4.9,23.6,86,63.6,33,60.9
Coturnix_chinensis,Indo_Malay,Herbivore,Omnivore,NA,Phasianidae,Galliformes,Grassland,Terrestrial,-39.24,28.96,2.55,72.4,14163445.5,12.3,6.4,3.4,4,17.3,73.9,55.5,29.9,40.4
Coturnix_coromandelica,Indo_Malay,Herbivore,Granivore,Granivore ground,Phasianidae,Galliformes,Grassland,Terrestrial,8.07,33.42,21.87,79.79,2899254.36,13.6,7,4.7,4.8,23.1,88.2,56.3,28.5,73.8
Coturnix_coturnix,Palearctic,Herbivore,Granivore,Granivore ground,Phasianidae,Galliformes,Human Modified,Terrestrial,-34.84,64.87,44.69,52.94,21283218.76,14.2,7.6,5.6,5.2,24.6,105.1,59.2,35.1,96.3
Coturnix_delegorguei,Afrotropic,Herbivore,Granivore,Granivore ground,Phasianidae,Galliformes,Grassland,Terrestrial,-29.54,17.55,-6.74,28.1,9153237.05,13.8,7.2,4.9,5.2,22.9,90.2,56.3,31.2,76
Coturnix_japonica,Palearctic,Herbivore,Omnivore,NA,Phasianidae,Galliformes,Grassland,Terrestrial,26.61,57.36,49.71,124.3,3249717.59,14.5,7.7,4.7,5.2,23.9,96.5,58.5,33.5,94.8
Coturnix_pectoralis,Australian,Herbivore,Granivore,Granivore ground,Phasianidae,Galliformes,Grassland,Terrestrial,-39.14,-14.86,-27.25,134.65,6303864.46,14.2,7.6,5.9,5.7,23.5,101.4,60.1,33,101.9
Coturnix_ypsilophora,Australian,Herbivore,Granivore,Granivore ground,Phasianidae,Galliformes,Grassland,Terrestrial,-43.64,-1.47,-22.14,137.98,5709134.88,16,8.4,6,6.4,23,99.8,66.3,37.5,107.7
Coua_caerulea,Madagascar,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-25.19,-12.76,-18.91,47.61,333697.61,29.8,15.5,7.9,10.1,57.3,195.8,186.1,244.9,244
Coua_coquereli,Madagascar,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Forest,Terrestrial,-23.22,-12.35,-18.42,45.39,140358.93,25.3,12.5,5.4,8.5,48.2,145.5,141.2,214.7,160
Coua_cristata,Madagascar,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-25.2,-11.95,-19.2,46.48,382381.02,24.7,12.5,6.8,9.3,41,150.8,139,197.9,147
Coua_cursor,Madagascar,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Shrubland,Terrestrial,-25.61,-21.31,-23.83,44.52,51235.25,25.8,11.6,4.7,7.4,43.2,131.8,121.8,190.1,110
Coua_gigas,Madagascar,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Forest,Terrestrial,-25.2,-15.7,-20.15,44.77,149356.19,35.8,18.9,7.2,12.5,67.6,215.8,203.2,299.5,424
Coua_reynaudii,Madagascar,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Forest,Generalist,-25.19,-12.42,-18.9,47.65,320733.34,25.4,11.4,5.9,9,46.5,134.5,131.9,211,153
Coua_ruficeps,Madagascar,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Forest,Terrestrial,-25.61,-15.6,-20.22,44.99,178205.9,27.4,13.3,6.2,8.6,55.3,164.3,153,229.1,180
Coua_serriana,Madagascar,Herbivore,Frugivore,Fugivore ground,Cuculidae,Cuculiformes,Forest,Terrestrial,-19.32,-13.36,-16.09,49,62730.5,29.2,14.2,7.4,11.5,59.7,170.2,166.7,212.1,293
Coua_verreauxi,Madagascar,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Shrubland,Insessorial,-25.61,-22.49,-24.23,44.29,20300.52,20.3,10,6.4,8.2,37.2,128.8,115.6,175.9,203.8
Cracticus_cassicus,Australian,Carnivore,Invertivore,Generalist,Cracticidae,Passeriformes,Forest,Insessorial,-10.72,0.05,-5.41,140.72,554775.59,51.6,34.1,12.1,16.3,31.9,161.8,121.7,125.9,142
Cracticus_louisiadensis,Australian,Carnivore,Invertivore,Generalist,Cracticidae,Passeriformes,NA,Insessorial,-11.66,-11.32,-11.51,153.47,813.95,48.6,34.2,12.9,16.3,32.5,164.8,126.6,134,136.4
Cracticus_mentalis,Australian,Carnivore,Invertivore,Invertivore sally ground,Cracticidae,Passeriformes,Woodland,Insessorial,-16.31,-7.32,-11.87,143.19,218872.78,38.3,24.5,7.8,12.1,27.4,133.8,100.4,96.8,77
Cracticus_nigrogularis,Australian,Carnivore,Omnivore,NA,Cracticidae,Passeriformes,Woodland,Insessorial,-38.61,-11,-24.64,133.63,6347951.06,42.1,27.1,9.1,13.5,35.3,170.4,125.4,132,128
Cracticus_quoyi,Australian,Carnivore,Omnivore,NA,Cracticidae,Passeriformes,Forest,Insessorial,-23.15,0.04,-8.69,140.54,1145717.61,59.5,41.3,14.3,17.8,39,184.5,142.4,136.5,168
Cracticus_torquatus,Australian,Omnivore,Omnivore,NA,Cracticidae,Passeriformes,Woodland,Insessorial,-43.64,-10.9,-27.03,135.08,6403052.57,41,28.6,9.3,12.7,30,145.1,108.6,114.2,82.9
Cranioleuca_albicapilla,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Shrubland,Insessorial,-13.43,-10.93,-12.39,-73.57,18638.25,17.1,9.9,3.1,4.2,22.3,74.7,63.1,83.2,21.3
Cranioleuca_albiceps,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-17.91,-13.78,-15.97,-67.55,42265.84,16.2,9.6,2.9,3.8,20.6,64.9,56.5,67,17.6
Cranioleuca_antisiensis,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-11.84,-2.53,-7.26,-78.14,106877.64,14.5,9.4,3,3.7,20.3,64.8,56.8,70.8,16.9
Cranioleuca_baroni,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-11.99,-5.47,-8.66,-77.3,104903.68,17.5,10.8,3.1,4.3,23.4,78.2,66.9,83.8,21.3
Cranioleuca_curtata,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-17.59,6.03,-7.09,-73.85,173903.21,14.7,8.8,3.1,3.7,17.7,63.8,52.8,71.8,17.5
Cranioleuca_demissa,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,0.72,6.57,5.46,-62.57,77222.43,13.5,8.8,3.1,3.5,17.6,60.6,51.9,64,15.2
Cranioleuca_dissita,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,7.31,7.64,7.47,-81.76,500.49,14.3,9.2,3.2,3.9,16.8,61.6,53.1,61.8,16.5
Cranioleuca_erythrops,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-2.92,11.01,4.76,-78.7,76469.87,14.4,9.5,3.1,3.7,18.7,66.1,55.2,74,16.9
Cranioleuca_gutturata,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-17.09,7.55,-4.92,-65.09,4168734.04,16.3,10.6,3.5,3.9,17,68.1,57.5,63.8,14.9
Cranioleuca_hellmayri,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,10.28,11.12,10.71,-73.59,6775.39,16.2,9.8,3.1,3.8,19.3,64.7,52.7,69,15
Cranioleuca_henricae,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Woodland,Insessorial,-17.3,-15.49,-16.4,-67.68,1384.33,15.9,10.8,2.7,3.8,18.6,66.7,55.1,68.2,16.5
Cranioleuca_marcapatae,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-14.22,-11.42,-12.98,-72.45,32650.13,18.1,9.8,3,4,22.4,67.6,61.2,75,19.8
Cranioleuca_muelleri,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-3.64,2.5,-1.39,-53.95,73902.84,16.6,10.5,3.3,4.1,18.4,73.1,63.1,74.4,14.5
Cranioleuca_obsoleta,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-32.48,-22.95,-26.95,-52.7,653975.04,13.8,7.9,2.5,3.3,17.3,56.4,47.3,64.5,13.4
Cranioleuca_pallida,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-24.83,-13.74,-19.69,-44.9,694100.17,15.3,8.8,2.6,3.4,16.7,61,50.5,63.4,11.5
Cranioleuca_pyrrhophia,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-41.17,-15.67,-29.71,-62.55,2026269.35,15.4,10,2.7,3.4,18.1,62.1,52.4,68.2,14.9
Cranioleuca_semicinerea,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Woodland,Insessorial,-16.44,-3.82,-10.38,-41.55,987554.48,15.2,10.5,3.1,3.9,17,63.9,53.7,68.4,15
Cranioleuca_subcristata,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,4.82,11.29,9.11,-69.96,182930.19,14.8,9.6,2.8,3.4,17.9,64.4,53.2,68,14.7
Cranioleuca_sulphurifera,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Wetland,Insessorial,-41.17,-29.02,-34.34,-58.33,711047.93,16,10.1,2.7,3.5,18.6,57.3,47.4,71.6,13.5
Cranioleuca_vulpecula,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-11.29,-0.22,-4.96,-67.93,340457.78,17.2,11,3.4,4.2,19.6,69,58.8,63,18.9
Cranioleuca_vulpina,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Furnariidae,Passeriformes,Forest,Insessorial,-23.67,10.02,-8.9,-53.75,5731362.69,14.7,9.2,3.1,3.6,18.6,65,54.5,66.3,15.7
Crateroscelis_murina,Australian,Carnivore,Invertivore,Invertivore ground,Acanthizidae,Passeriformes,Forest,Terrestrial,-10.7,-0.01,-5.19,141.02,531992.39,15.1,8,4.1,3.6,22.5,57,49,35.9,15
Crateroscelis_nigrorufa,Australian,Carnivore,Invertivore,Invertivore ground,Acanthizidae,Passeriformes,Forest,Terrestrial,-10.05,-3.04,-5.46,142.22,105189.03,16,9.5,3.5,3.6,23.1,59.4,52.7,42.1,15.8
Crateroscelis_robusta,Australian,Carnivore,Invertivore,Invertivore ground,Acanthizidae,Passeriformes,Forest,Terrestrial,-10.05,-0.44,-5.15,141.6,164313.71,15.1,8.3,3.2,3.2,26.1,60.6,54.3,37.8,18.6
Crax_alberti,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Terrestrial,5.66,11.35,9.54,-74.25,4775.15,52.5,26.5,12.3,22.2,106.1,396.8,354.1,353.8,2800
Crax_alector,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Terrestrial,-3.1,10.04,2.77,-61.43,2099461.66,56.4,24.9,13.5,23.4,115.2,386.5,366.2,361,2872
Crax_blumenbachii,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Terrestrial,-19.6,-15.21,-18.51,-40.61,1149.72,45.7,23.4,15.3,23.3,110,384,307.1,333.8,3500
Crax_daubentoni,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Generalist,6.6,12.2,9.01,-68.04,403077.45,51.2,25.4,12.4,20.4,98.1,374.5,350.6,339,2499.9
Crax_fasciolata,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Terrestrial,-28.32,-0.58,-14.77,-53.3,3699369.16,48.3,21.6,11.9,21.6,100,349.5,332,342.2,2600
Crax_globulosa,Neotropic,Herbivore,Frugivore,Generalist,Cracidae,Galliformes,Forest,Generalist,-14.92,1.01,-7.58,-68.46,27067.59,49,21.2,12,20.2,98.5,349.5,311.8,311.5,2500
Crax_rubra,Neotropic,Herbivore,Frugivore,Fugivore ground,Cracidae,Galliformes,Forest,Terrestrial,-2.35,24.04,14.01,-87.76,662063.72,53,24.5,11.9,20.2,106.9,381.2,345.6,340.2,4133
Creagrus_furcatus,Neotropic,Carnivore,Aquatic predator,Aquatic aerial,Laridae,Charadriiformes,Marine,Generalist,-1.73,4.46,0.17,-89.87,87375.37,62.2,26.7,6.2,12.9,51.5,409,165.2,183.5,687
Creatophora_cinerea,Afrotropic,Omnivore,Invertivore,Invertivore ground,Sturnidae,Passeriformes,Shrubland,Terrestrial,-34.84,16.15,-13.61,27.98,5407365.7,24.4,14.8,5.2,5.7,29.1,119.2,82.2,65,73
Crecopsis_egregia,Afrotropic,Carnivore,Omnivore,NA,Rallidae,Gruiformes,Wetland,Terrestrial,-30.91,16.83,-5.1,21,11681471.46,24.7,13,3.6,6.9,42.4,122.2,96.4,39.5,119
Creurgops_dentatus,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Passeriformes,Forest,Insessorial,-17.52,-11.95,-14.55,-69.3,109941.34,14.9,8.1,5,5.8,19.4,69.8,56.8,62.5,19
Creurgops_verticalis,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal,Thraupidae,Passeriformes,Forest,Insessorial,-12.7,7.93,-3.4,-76.6,97023.39,20.3,9.2,5.5,6.4,19.6,78.6,63.4,68.7,24
Crex_crex,Palearctic,Carnivore,Omnivore,NA,Rallidae,Gruiformes,Grassland,Terrestrial,38.84,66.5,53.88,60.58,12516028.75,24,10.2,3.5,6.4,40.5,136,89.6,49,154.9
Crinifer_piscator,Afrotropic,Herbivore,Frugivore,Fugivore glean,Musophagidae,Musophagiformes,Woodland,Insessorial,-5.49,16.9,9.71,2.27,3640485.51,29.2,18.4,12.2,15.7,41.4,224.5,180.2,223.2,370
Crinifer_zonurus,Afrotropic,Herbivore,Frugivore,Fugivore glean,Musophagidae,Musophagiformes,Grassland,Insessorial,-4.26,16.37,7.02,32.84,1014236.61,29.9,17.7,10.8,14.4,42.5,247.5,200.9,244.8,527
Criniger_barbatus,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,4.28,8.92,6.73,-3.39,646336.49,21.8,12.6,5,6.6,23,102.7,87.8,94.1,42.6
Criniger_calurus,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,-7.62,11.55,0.66,15.66,3299942.04,21,13.4,5.2,5.8,19.8,84.5,75.9,83.8,37.7
Criniger_chloronotus,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,-6.13,6.5,1.06,18.8,1204957.83,21.9,12.6,5.1,6.5,23.7,100,86.1,93.5,45
Criniger_ndussumensis,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,-5.98,6.41,1.12,18.75,1455617.86,18.6,11.1,3.9,5.1,19.9,85.5,74.6,77.5,23
Criniger_olivaceus,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Pycnonotidae,Passeriformes,Forest,Insessorial,4.49,9.29,6.3,-7.18,239103.58,18,10.3,3.6,5.1,21.3,85.8,75.1,82.8,28.1
Crocias_albonotatus,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Timaliidae,Passeriformes,Forest,Insessorial,-7.49,-6.61,-7.07,107.19,2839.06,19,10.6,4.9,6.3,25,86,73.1,107.8,45
Crocias_langbianis,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Timaliidae,Passeriformes,Forest,Insessorial,11.61,14.63,12.04,108.33,1727.56,18.5,9.2,4.9,5.7,25.8,82,73.2,104,45
Crossleyia_xanthophrys,Madagascar,Carnivore,Invertivore,Invertivore ground,Sylviidae,Passeriformes,Forest,Terrestrial,-24.93,-13.62,-18.2,48.41,22717.1,14.9,7.3,2.9,3.1,25.3,68.6,61.6,67.8,19.9
Crossoptilon_auritum,Palearctic,Herbivore,Omnivore,NA,Phasianidae,Galliformes,Forest,Terrestrial,30.73,40.01,35.13,102.09,512906.05,43.1,30.4,17.4,16.3,85.6,295.5,249,472.5,1768.3
Crossoptilon_crossoptilon,Palearctic,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Galliformes,Forest,Terrestrial,26.25,33.11,29.47,98.63,171921.78,52,35.1,18.4,17.1,93.1,308.2,258.1,439.8,2075.2
Crossoptilon_harmani,Palearctic,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Galliformes,Forest,Terrestrial,27.54,30.95,29.52,92.94,62605.18,47.1,32.6,17.9,16.3,83.3,284.1,239.2,437.2,2075.2
Crossoptilon_mantchuricum,Palearctic,Herbivore,Herbivore terrestrial,Herbivore ground,Phasianidae,Galliformes,Forest,Terrestrial,34.93,40.8,38.16,112.72,146706.15,47.2,31,18,15.6,93.9,290.8,237.1,535,1860.8
Crotophaga_ani,Neotropic,Carnivore,Omnivore,NA,Cuculidae,Cuculiformes,Human Modified,Insessorial,-33.47,28.67,-8.83,-58.65,14110810.9,29.8,18.4,9.5,20,33.3,141.7,106.4,174.1,110.1
Crotophaga_major,Neotropic,Omnivore,Omnivore,NA,Cuculidae,Cuculiformes,Forest,Insessorial,-31.98,12.46,-8.14,-57.45,12117795.17,47.4,32.8,13.6,21.5,41.1,193.8,147.8,252,148.2
Crotophaga_sulcirostris,Neotropic,Carnivore,Invertivore,Invertivore ground,Cuculidae,Cuculiformes,Human Modified,Terrestrial,-23.6,30.19,12.58,-85.96,2696933.46,26.9,17.4,11.8,17.2,32.8,127.8,103,166,82
Crypsirina_cucullata,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Corvidae,Passeriformes,Forest,Insessorial,17.97,25.43,21.18,95.37,112222.33,21.6,13.4,7.5,10,26.2,109.2,93.3,183.2,157
Crypsirina_temia,Indo_Malay,Omnivore,Omnivore,NA,Corvidae,Passeriformes,Forest,Insessorial,-8.85,22.51,14.19,103.52,1282466.77,28.1,19.2,9.1,11.9,27.3,116,103.3,178.9,157
Cryptophaps_poecilorrhoa,Australian,Herbivore,Frugivore,Fugivore glean,Columbidae,Columbiformes,Forest,Insessorial,-5.49,1.71,-1.57,121.11,97468.24,26.3,11.2,6.4,5.7,35.1,231.3,165.7,192.3,467
Cryptospiza_jacksoni,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Forest,Terrestrial,-4.6,2.6,-1.94,29.41,75938.17,11.1,8.4,5.5,6.5,18.7,56,50.2,44,13
Cryptospiza_reichenovii,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Forest,Generalist,-19.96,7.69,-6.37,30.89,435889.11,11.2,8.3,6,6.5,16.6,54.5,45.6,41.2,12.4
Cryptospiza_salvadorii,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Forest,Terrestrial,-7.12,13.03,2.92,35.77,258139.34,10.8,7.9,5.3,6.4,16.9,57.4,47.5,41.8,12.2
Cryptospiza_shelleyi,Afrotropic,Herbivore,Granivore,Granivore ground,Estrildidae,Passeriformes,Forest,Terrestrial,-5.3,0.83,-2.14,29.05,46042.02,12.1,9.5,6.8,8,21.4,64,53.9,49,17.6
Cryptosylvicola_randrianasoloi,Madagascar,Carnivore,Invertivore,Invertivore glean arboreal,Sylviidae,Passeriformes,Forest,Insessorial,-25.01,-13.29,-18.32,48.18,115073.28,13.7,7.3,2.5,2.8,17.1,50,43.6,46.7,8.6
Crypturellus_atrocapillus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-17.84,-11.86,-14.81,-67.39,120601.77,28.5,11.4,5.4,5,54.6,161.2,123.8,43.6,453
Crypturellus_bartletti,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-17.37,0.04,-7.6,-69.83,1611496.6,23.6,8.9,4.7,4.7,41,134.3,98.2,40.4,241
Crypturellus_berlepschi,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-0.44,7.33,3.4,-77.77,59534.34,27.9,10.5,5.3,6.5,53.4,164.6,126.5,54.2,516.8
Crypturellus_boucardi,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,9.86,18.87,15.51,-88.57,334426.96,28.9,10.9,5.2,4.8,50.3,165,123.6,49,435.6
Crypturellus_brevirostris,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-8.16,5.54,-2.04,-61.95,833118.74,24.5,9.2,4.9,5,43.9,138.6,112.5,48.2,411.5
Crypturellus_casiquiare,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-4.17,3.54,1.4,-69.81,86537.96,25.1,8.9,4.3,4.4,43.8,135.2,103.6,32.4,411.5
Crypturellus_cinereus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-16.68,7.94,-3.75,-63.4,5924779.18,28.5,10.4,5.3,5.2,49.1,159,134.5,52.8,506.6
Crypturellus_cinnamomeus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,9.55,25.41,18.57,-94.01,711230.61,27.6,11.2,5.6,5.2,44.3,161.9,124.1,44.6,422
Crypturellus_duidae,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Shrubland,Terrestrial,-4.01,6.38,1.17,-65.98,131826.56,31.2,12.2,5.4,5.6,48.9,163,117.4,41.5,426
Crypturellus_erythropus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Shrubland,Terrestrial,-1.46,11.65,5.09,-62.6,1242529.51,28,10.7,4.8,4.3,47.5,158.8,110.6,46.8,485
Crypturellus_kerriae,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,5.95,7.84,7.18,-77.66,6147.23,31.2,10.6,5.1,4.8,49.6,154.1,120.5,52.9,411.5
Crypturellus_noctivagus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-30.22,-7.13,-16.47,-43.19,1469564.58,33.4,12.6,6.2,5.3,54.8,184.7,140.2,63,562
Crypturellus_obsoletus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-33.84,11.35,-18.17,-56.76,1841826.27,29.6,10.9,5.4,4.5,47.5,158.8,123.3,52.9,443.4
Crypturellus_parvirostris,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Shrubland,Terrestrial,-28.61,-0.38,-13.2,-51.22,6659535.62,19.3,9.5,4.3,4.2,25.7,111.1,82.6,37.3,199
Crypturellus_ptaritepui,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,5.7,6.02,5.84,-62.19,403.76,29.6,9,4.6,5.8,51.2,136,126,52.9,411.5
Crypturellus_soui,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-22.54,19.13,-4.47,-60.51,11151222.76,22.3,8,4.2,3.9,36.5,126,93.9,44,216.2
Crypturellus_strigulosus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-15.65,-0.54,-8.79,-57.72,2589981.45,30.6,11.6,5.3,5.3,48.3,159.6,133.6,48.8,430.6
Crypturellus_tataupa,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Woodland,Terrestrial,-31.61,-2.35,-18.31,-51.51,4855861.2,24.7,13.2,4.8,5.4,31.7,123.4,97.6,52.2,218.8
Crypturellus_transfasciatus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Woodland,Terrestrial,-5.74,-0.18,-3,-80.41,41881.22,26,10.8,5.1,4.8,46.3,151.8,115.2,46,283
Crypturellus_undulatus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-27.8,8.4,-8.43,-59.56,8533511.59,30.3,12.4,5.9,5.7,46.4,173.8,141.1,57.8,564.4
Crypturellus_variegatus,Neotropic,Herbivore,Omnivore,NA,Tinamidae,Tinamiformes,Forest,Terrestrial,-20.8,8.4,-3.02,-62.57,5436849.92,32.5,13.7,5.3,5,41.2,153.9,102.9,45.2,378
Cuculus_canorus,Palearctic,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,17.49,71.25,49.44,81.5,37338142.79,25.8,15.9,8.1,7.5,20.3,219.8,111.6,163,111.4
Cuculus_clamosus,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-34.84,17.95,-6.32,25.11,11853670.65,24.5,15.2,7.4,7.7,19.8,173.2,101.9,154.6,78.8
Cuculus_crassirostris,Australian,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-5.61,1.51,-1.69,121,84201.42,33.5,19.7,9,10.7,27.3,206,147.5,162,82.1
Cuculus_fugax,Indo_Malay,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Forest,Insessorial,-7.43,54.42,24.86,115.15,6070767.7,25.3,16.1,8,8.4,20.7,179,122.2,136.4,79.7
Cuculus_gularis,Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal,Cuculidae,Cuculiformes,Shrubland,Insessorial,-30.95,16.48,-3.8,21.29,12409053.89,27.1,17,8.2,8.2,22.5,209.2,107.7,153.8,103
